1,semigroup1/1,1,1,14,10
2,semigroup1/2,1,1,3,8
3,semigroup2/1,1,2,2,17,4
4,semigroup2/2,1,2,7,5,6
5,semigroup3/1,1,3,12,10
6,semigroup3/2,1,3,2,5
7,semigroup4/1,2,4,4
8,semigroup4/2,2,4,11
9,semigroup5/1,3,5,15,16
10,semigroup5/2,3,5,9,8,6
