0,911,1,4,7,10,12,15,305
1,912,1,4,7,10,12,15,305
2,913,1,4,7,10,12,15,305
3,914,1,4,7,10,12,15,305
4,915,1,4,7,10,12,15,305
5,916,1,4,7,10,12,15,305
6,917,1,4,7,10,12,15,305
