0,911/1,0,0,2,5,8,13,16
1,911/2,0,0,2,5,8,13,16
2,912/1,0,1,2,5,8,13,16
3,912/2,0,1,2,5,8,13,16
4,913/1,0,2,2,5,8,13,16
5,913/2,0,2,2,5,8,13,16
6,914/1,0,3,2,5,8,13,16
7,914/2,0,3,2,5,8,13,16
8,915/1,0,4,2,5,8,13,16
9,915/2,0,4,2,5,8,13,16
10,916/1,0,5,2,5,8,13,16
11,916/2,0,5,2,5,8,13,16
12,917/1,0,6,2,5,8,13,16
13,917/2,0,6,2,5,8,13,16
